epoch,train_loss,val_loss,dice_coef
1,0.6481781185959741,0.5972306728363037,0.19724898574460342
2,0.3698931938881497,0.24154318230492727,0.3447873152521448
3,0.2054183000712086,0.17377549346004215,0.5628259595741053
4,0.16964135812126474,0.15732368039233344,0.6160602167160321
5,0.15764611292121222,0.13946954075779233,0.6587597916900643
6,0.1391127739878867,0.13122983127832413,0.659407829399673
7,0.13613716649601784,0.12699538469314575,0.7000395193546278
8,0.12904760490754524,0.1309893882700375,0.6936877476918881
9,0.1234585941909886,0.13812126283134732,0.7143551867425653
10,0.11727869883179665,0.13999212213924953,0.7204887373229855
11,0.11328752963341397,0.1198053247162274,0.7520213753014499
12,0.1083761483913274,0.11367265720452581,0.7160159612267891
13,0.1097016544382778,0.11712601301925522,0.7665413123864913
14,0.10124601756068442,0.11109285865511213,0.773640416613346
15,0.1018036118835854,0.12943642075572695,0.7615055559034064
16,0.10187546761451866,0.123372698788132,0.7718677216502885
17,0.09622167592211593,0.11403741107455322,0.7926371598000844
18,0.09424322655947089,0.10201909872038024,0.7827512412828239
19,0.09139624067830096,0.1108147779745715,0.8062011898733492
20,0.0912816467152225,0.11896046900323459,0.7465964599616399
21,0.0901677187719791,0.1259290762245655,0.7509649365355664
22,0.08852587605444648,0.10995244341237205,0.7954503604913502
23,0.0852206513124833,0.11419604867696762,0.78818243338383
24,0.0813378455291549,0.1102764578802245,0.7991551136086698
25,0.08451690893325446,0.11082538366317748,0.7944422272388838
26,0.07943797403638311,0.1104758155133043,0.784439870941944
27,0.07946632939169733,0.11500908104436738,0.7877340104968366
28,0.08374749946830085,0.12782553296004023,0.8093978988389369
29,0.07891008019340125,0.11413654557296209,0.8006003245051332
30,0.07389348915530194,0.11069989906890051,0.8054226427420661
31,0.07219918996846075,0.11052004045673779,0.8001682395017533
32,0.07453863764945552,0.11135974824428559,0.8058276030880082
33,0.0701729286890879,0.11378485613635608,0.8053894641926725
34,0.07442734899709551,0.10910600732479776,0.8105558974511344
35,0.0670543957180042,0.10296732698168073,0.8049441040259987
36,0.06756799067739103,0.11842145259891237,0.8096227365123304
37,0.06456605028763092,0.12086442144853728,0.8023636617177649
38,0.06239106929559502,0.11243482737668924,0.8072903448553946
39,0.061983346604078796,0.120190863098417,0.8050278387875383
40,0.0644569398446692,0.12118753253349236,0.8071671064934297
41,0.058963035052414424,0.12375478627426284,0.800134041500912
42,0.06130647960809066,0.11774866942848478,0.8097863356024723
43,0.06185021613248818,0.1186792335339955,0.8004294016274845
44,0.06160236370461664,0.11539312569158418,0.810624203609454
45,0.05894419197127116,0.11665626817515919,0.8083657482269466
46,0.059657038068867844,0.11640812477895192,0.8088685013536461
47,0.05668527720053848,0.11857477809701647,0.8096744752051376
48,0.05756693360188025,0.11791142698909556,0.8106168348367694
49,0.05732011883486089,0.11817691948797021,0.8104824521488615
50,0.058799162292651995,0.11876881516405514,0.8094717950867734
1,0.5561109690562539,0.27185643570763723,0.18813931131530615
2,0.22661309478723485,0.1951529264450073,0.5161655270068789
3,0.1799504990702954,0.17621905910117286,0.5788268530492117
4,0.16399319858654685,0.11965052549328123,0.6662728897840463
5,0.1390875876219808,0.10851399238620485,0.6818228129540734
6,0.13436893130774083,0.11456628484385355,0.668917062170099
7,0.12450945636500484,0.11460652628115245,0.6657609711191081
8,0.11476914625128974,0.11287107999835695,0.6894488804207478
9,0.11358431316372278,0.09966932322297778,0.766802709037435
10,0.10822590958812962,0.09528694727591105,0.7244953584344509
11,0.10239826298008363,0.09994673100965364,0.7194613167360092
12,0.09815563040151112,0.10600858501025609,0.7017147955437419
13,0.09468508492885293,0.0969748507652964,0.7267716705286571
14,0.09334974918190551,0.09733265127454485,0.7447471206687843
15,0.08806495375229396,0.09780218824744225,0.7408320191144835
16,0.08655710135033165,0.10377386744533267,0.7431963218855674
17,0.08173305329367303,0.0987695153270449,0.7544771992216309
18,0.08005272513390452,0.09961924819009645,0.7566507279485604
19,0.08043548444528943,0.09766735434532166,0.756867649498533
20,0.07810271388270716,0.09958393754703658,0.7562160314638194
