epoch,train_loss,val_loss,dice_coef
1,0.7045852355659008,0.6921303868293762,0.1943738222101217
2,0.526031631976366,0.38146973252296446,0.22820734900790846
3,0.24644068395718932,0.20415276736021043,0.5010956129804477
1,0.6044636554476144,0.5528539691652571,0.1832945198765285
2,0.3516104302328566,0.23547375117029462,0.31961259096992484
3,0.2150396144800428,0.1741247541138104,0.5050273890778204
4,0.18012486360427263,0.14893850237131118,0.5704452225080544
5,0.15372266793164654,0.14734051312719074,0.6364189653803192
6,0.1485025456202203,0.12164466423647745,0.6859419884469735
7,0.1397128889364177,0.11811275067073958,0.6701217247866303
8,0.13274942055020644,0.10905392978872572,0.7151981751702711
1,0.47940241124318994,0.38058958564485823,0.17134563841405293
2,0.28330130238032,0.22610131587300983,0.3557715994807091
3,0.2027429605199807,0.16231289782694408,0.5250215805123717
4,0.17080134002194888,0.1397239789366722,0.5997018243482091
5,0.15579761958856514,0.1276370489171573,0.6524242366676424
6,0.1478963690823403,0.12317511162587574,0.7028233804829536
7,0.140632645510461,0.12400539921862738,0.6658249654351479
8,0.1341518015479264,0.11034853543554034,0.7196624085882249
9,0.11824130715019461,0.10977638268045016,0.7594280875233594
10,0.11766101376733919,0.1143266285104411,0.6889733301972856
11,0.11644071537623371,0.10696042861257281,0.728327618052184
12,0.10499284294960291,0.10084557639701026,0.7048281917321542
13,0.10354113840646502,0.11423657653587205,0.7277459004770886
14,0.10559579033566557,0.10187904856034688,0.7328249470361452
15,0.10208858160868935,0.0945451815213476,0.7520894577538457
16,0.10583812200828739,0.09590544860277857,0.7328996181768328
17,0.0973531662122063,0.1010182019855295,0.7499538379256724
18,0.0966934048557195,0.0946633058999266,0.7542117640444865
19,0.09219967071776805,0.09267320654221943,0.7612991616403575
20,0.09480804674651312,0.09443787006395203,0.7787096758859248
21,0.09098702493677105,0.09435529751437051,0.7631869037998822
22,0.09038609560525072,0.0906024238892964,0.7747220194603247
23,0.08609324855648953,0.09237555701817785,0.7697579243376426
24,0.08590790740065816,0.09187371038964816,0.7780405766738571
25,0.08383800067763397,0.10811270784054483,0.7664725725198188
26,0.08242212756928327,0.1011337107845715,0.7657631971276735
27,0.08227921896816595,0.09295225324375289,0.7737342429901335
28,0.07995591385532981,0.08887873770935195,0.7881674916164798
29,0.07472468194538269,0.09107531553932599,0.80529847165002
30,0.07811185407141845,0.10510824024677276,0.7704997075556265
31,0.07265744709234306,0.09471303331000465,0.8076054667818675
32,0.07491965335456358,0.08855450440730367,0.7928227083527324
33,0.07165397721194271,0.09269185279096875,0.7835921954189324
34,0.06970444692811673,0.09426440245338849,0.7843794914715886
35,0.07055121561701315,0.09461642642106328,0.8010747261868373
36,0.06922735271138558,0.08853417890412467,0.7964023536475854
37,0.06693451381895853,0.09504574750150953,0.8001348446195062
38,0.06733455209304458,0.08951717295816966,0.8129413754589833
39,0.06455437610924676,0.09589656836220196,0.7984921634628896
40,0.06388460789415715,0.09493468861494746,0.8109554363080986
41,0.06356969227393468,0.09054143045629774,0.8091514831792844
42,0.06160092647389873,0.09353453724512033,0.8158170844507097
43,0.061293622370863304,0.0948756320135934,0.8057937361258146
44,0.059755118077863816,0.09333034200327738,0.8090270132655915
45,0.0605381031561157,0.09694421749029841,0.8090879218626765
46,0.05788359384767819,0.09791706129908562,0.8110423431634322
47,0.05763599074081234,0.09711649652038301,0.8140023985462403
48,0.05667758656098791,0.0966071190578597,0.814132095010544
49,0.05958491349187882,0.09598417899438313,0.8147075526712972
50,0.059918587716917195,0.09549632838794163,0.8145611860913908
1,0.6709270905703306,0.6758104860782623,0.19369398394859785
1,0.72527907111428,0.7136365592479705,0.1541473724932453
1,0.661105524409901,0.6998895704746246,0.15303194474669382
1,0.8428466392285896,0.720740020275116,0.1597139538480601
1,0.539562735304558,0.25736011170289097,0.20973129786145214
2,0.2287509169617145,0.15693684229079416,0.537077748902164
3,0.18074748622213335,0.11932198922423755,0.6125900079103038
4,0.16307063759874096,0.10440588808235,0.6702872384257084
5,0.14914558541110093,0.12229841706507347,0.6653515786667246
6,0.13059619511310144,0.09926394110216814,0.6639732168099272
7,0.12897785064235007,0.09439427865778699,0.673734143093783
8,0.11466465458917104,0.10008178081582575,0.7149075093774947
9,0.11248755275452738,0.0939815459663377,0.689997719130195
10,0.10328473536659488,0.09461891355321687,0.7312880971270596
11,0.10479116589902975,0.08660375951405834,0.7404212740987819
12,0.10062432742054514,0.08257627903538592,0.7435492592821425
13,0.09898876669488364,0.08590519395382966,0.7372776481832694
14,0.0944187743790287,0.0822938608334345,0.7570388047003017
15,0.09181534809817513,0.07897276924375225,0.7477604733634887
16,0.09087972805279193,0.08162080836208428,0.7487388873259924
17,0.08752726877389623,0.07999357329133679,0.749451882666802
18,0.0824153363275871,0.07905719900394187,0.7578229258452911
19,0.07868393565521395,0.08040957437718615,0.7582585083843952
20,0.08242733345078908,0.07987231969395105,0.759645956018489
